Review
"✅ Trip Verified |  Very inconsiderate PA announcements were made by a purser who appearingly decided to exchange his career at BA for comedy club acting, although not at the right setting. First pre-landing PA: “My colleague and I had a very long week with British Airways, so we are dimming the lights as we don’t want you to see our faces. If you are afraid of the dark - just look at the passenger next to you”. Although clearly not the purser’s intent, it sounded like a mocking and very careless of people with aero / darkness phobias who may have a panic attack after such a joke. Very inconsiderate and damages BA’s brand as a safe, accessible and a trusted airline. Second PA after landing was: “if you’d like to make a complaint, go call EasyJet”. I felt genuinely insulted by this “joke”. BA charged an abusive fee. In the end, I literally had to beg the rude and dismissive ground staff in Madrid not to check my roller bag at gate because I recently had surgery and needed to hold onto it to walk. Instant noodles which I purchased onboard were barely edible. All cabin crew except from one disappeared at the galley where they were loudly chatting and laughing and looked at me as a nuisance even when I just wanted to pass through them to visit the lavatory. And then the chief purser effectively announces that if anyone is unhappy they can go fly someone else. Wake up, BA! You are already worse than EasyJet and Ryanair in terms of value for money!! I note that only ones who found the purser’s jokes funny were the other cabin crew who made a few vulgar laughs, while passengers remained dead silent. I can understand airlines scaling back services to cut costs. I will never understand how you can allow your staff to openly mock and insult your passengers. I am a BA Silver member and have been a loyal BA customer for years. A disgrace."
"✅ Trip Verified |  Absolutely terrible, lost my luggage on both flights, delivered 3 days later smashed to pieces. A lete departure caused me to miss the connecting flight, yielding a 7 hour delay. the aircraft was oversubscribed, dirty, with an unpleasant persistent odour. Food was genuinely horrible, I'm ex forces, I'll eat almost anything usually! "
"✅ Trip Verified |  We booked premium economy round trip from Phoenix to Zurich via AA codeshare and operated by British Airway. On our way return flight back to Phoenix February 25th, the first leg of the BA flight 0773 between Zurich and London Heathrow was delayed departure, which cause us missed the BA 0289 connection flight between Heathrow and Phoenix. First problem is that when we dash to the terminal 5 security check point at 12:00 PM, the airplane was still at gate and will not depart until 2:25 PM if it will be on schedule, we had almost 30 min at that point, however the terminal 5 security stopped us and was told we cannot pass thru the security due to airline requirement, we later realized that flight 0289 did not leave until 3:30 PM. We were directed to the customer service to re-book the flight. When we got to BA customer service transfer counter, there was only one agent available, there were least 12 passengers waiting in the lines, we were told BA was short of staffs due to British holiday during end of February and there was a soccer championship match that Sunday, so it took us at least an hour and half to rebook the same flight next day, also it seems there are not much option at all if we want to back to Phoenix on different flight on the same day. Then, the agent who re-booked the flight told us his printer was broken and we need go to Zone 2 of terminal 5 to get the ticket and hotel voucher printed. We found Zone 2 and had our ticket and voucher in hand and assure by the agent that our luggage will be on our next day flight with us as well. We also told there was a shuttle bus around the corner to take us to the hotel, however no map or detail direction provided, it took us a while to find out that the shuttle is at back side of the terminal 5, by the time we arrived at hotel we were very tired. Next day, we arrived at airport few hours ahead our scheduled departed time 2:25 PM, I noticed my checked two bags not in the same spot based on my iPhone’s Find me feature (I had Apple Air Tag in each of my checked bags), so I checked with the gate agent, she confirmed with me that only one checked bag was associated with my flight! Luckily, the flight was delayed two hours, so my other bag made to the same flight. While on the flight, the team of young flight attendants were generally pleasant, but they missed to service me meal, I did not order any special meal, and the popular chicken dish was not available when she came to my row, so I told her any chicken dish will be ok, and she told me give her few minutes and she will bring me a different chicken dish, however she totally forgot that and only when she came back to collect the trash, I mentioned to her she forgot my chicken dish, she was surprised and acting like I was lying to her. Overall, I think my premium economy flight on BA is the worst experience in recent memory. As the British flagship carrier, they seem don't care, I emailed my sent my experience to their customer service, they responded with a standard corporate reply from one of their email templates..."
"✅ Trip Verified |  We chose Rotterdam and London City airport because of convenience, both small and having a hotel in the Docklands meant a short distance from City Airport. Three hours before our departure our flight was canceled however. Disappointing, but we made a swift move to Amsterdam Schiphol Airport, but unfortunately we were offered a flight to Heathrow, which meant almost 1,5 hours by tube to our hotel. Flight back operated out of LCY to RTM, but had a 30 mins delay, so in terms of punctuality BA is not very reliant. The flights were okay, with a snack and a drink. The E190 being far more comfortable with 2-2 seating and more legroom than the A319. Our extra expenses for the cancelled flight were handled promptly and we got all the money for extra transport and food back, so BA did a good job in this respect. But hesitant to book again, though they are the only airline flying between RTM and LCY."
"✅ Trip Verified | The entire booking and ticketing experience has been stressful and erroneous. I booked directly with BA as I thought - why go to any other airline when their home headquarters is UK and I need to go to the UK. Mistake. This was months ago. I could not cancel or change my flight without paying them $750 to cancel my flight and have that money sitting for just 1 year on account, otherwise all was lost minus a few hundred in taxes. As whom I am really flying with is American Airlines and another partner I can't check in without being redirected. Then those sites don't recognize me. I don't appear in AA or Aer Lingus applications. I couldn't ask for more time to change planes in London despite all reviews saying how long and hard it is, as that would mean a cancel of plane ticket - loss of all money. I've been on the phone with agents for over an hour on 3 different calls. Their app will not let me in without each time a reset of passcode, a 30 minute wait for the email and then I get the same error."
Not Verified |   British Airways cancelled my flight less than 24 hours before. Automatically rebooked it for 2 days later. I called customer service 3 times trying to change it and they would Not help. My daughter was flying on a different reservation and because I am legally blind I needed to be on the same flight - they didn’t care nor would they help. We eventually bought new tickets on easyJet. When we arrive home I entered a complaint to get my fare refunded. It took them 4 months and then the response was it was cancelled because of a strike in Spain so they won’t refund it. EasyJet didn’t cancel. The whole experience was awful and so disappointing.
"Not Verified | I wanted to write this review so I could give a huge thank you to one of the staff on Lisbon named Jay Ramphul. She went above and beyond and really helped me in an urgent situation. I had boarded my flight with 20 minutes before take off when I realized I had left my cell phone in the club lounge. I was not going to get permission to deboard and get back on in time for take off. Jay stepped in and made it happened. She literally ran with me a far distance to retrieve my phone with me and get me back on the plane within minutes of take off. This is true service! I don't know if this review will ever get back to her or her management, but I hope it does. I want to again express my gratitude for her help and kindness in this matter."
"✅ Trip Verified |  Check in fast and friendly. Security a breeze. Lounge was busy early evening but comfortable and clean. Flight attendants welcoming. Seat a nightmare it was the reverse/forward with a step over from the window seat, who the hell thought that was a good idea?? Meal were OK but all curry based, like curry and I was on a flight to India so. FA was brilliant as the only flyer awake on an overnight flight. Improving since my last BA flight"
"✅ Trip Verified |  This is the first time I have seen the new Club World suite. The seat was comfortable but unlike other airlines, BA has crammed as many seats in business class as is humanly possible so the cabin felt cramped. The crew behaved as though we, the passengers, should have been grateful for them turning up for their shift. They looked scruffy in the new uniforms, clearly the dress code policy has been scrapped. I appreciate that appearance is no measure of service quality (in the UK alone) but the service was appalling. The menu lacked choice and the food was presented as if it fell to the floor and was scooped back onto the plate. The bedding was atrocious, an old scraggly blanket and I’ll fitting seat cover. I was cold and asked for an extra blanket which never arrived. There were no drinks coasters (obviously cutbacks) so my drinks kept spilling. I decided to clean up myself as the crew couldn’t be bothered and didn’t pick up on the fact I was using bathroom hand towels to act as drinks coasters to mop up the mess. The aircraft was old (although retrofitted) and had a leak by the galley wall with lots of blue roll in situ to mop up the mess. Not at all a premium service, this felt more like a low cost carrier doing “business”."
"✅ Trip Verified |  Flew business class from Doha to London on 31st March. The service was slow and unfriendly, even one of the male cabin crew working in business class asked the female cabin crew who was looking after the area where I was in to smile. I ordered waffles for breakfast and they looked like they’d fallen off the plate and had been thrown back on (see photo). The plate that the waffles were served on was so hot that when I moved the plate I burnt my finger. I wasn’t warned that it was ferociously hot. I was shocked at how bad the food presentation was, but didn’t feel comfortable saying anything to the cabin crew as she wasn’t approachable or friendly. For lunch, the bread roll was so dry and rock hard that I couldn’t cut through the ends. Not sure why the food and service was so bad on this flight as generally BA food is good and is well presented. Also, the Wi-Fi wasn’t working on the flight."
"✅ Trip Verified |  Starting off at Heathrow Terminal 3. Check in was fairly easy, but fast track security was terrible. The area is currently under refurbishment but there are only two scanning machines in the fast track area and at this time only one was in use so the queue was long and very slow moving. I’ve heard mixed things about the BA club lounge, but I was fairly impressed. Food options were fairly varied and tasted really nice. Nice salads as well as pie and veg. Drinks as always in BA lounges are very easy to lay your hands on and cater for most wants. Lounge was a decent size with various seating options and wasn’t very busy at the time I went (Sunday evening). Boarding was well organised and club passengers / higher tiers was boarded quickly and easily. Amenity kit, bottle of water and bedding were waiting at the seat. Welcome drinks were provided fairly quickly after sitting down. Hot towel provided after take off, shortly followed by drink and nuts. As has been regularly said these nuts would be infinitely better if served properly not in a very small packet. Food service on board consisted of a main dinner service which was served 1-2 hrs after take off, then a breakfast meal before landing. Both meals were genuinely delicious. All meats were tender and juicy and very was perfectly cooked. Drinks were provided whenever asked, although crew were too busy serving all passengers to proactively offer top ups. Breakfast was offered to passengers as they woke up, which meant that people ate when they wanted rather than just in order.. almost but not quite like a la carte dining. Crew were friendly and efficient, with some nice personality coming through. This is fairly standard of my experience with BA. In flight entertainment was excellent. Good screen quality. Responsive touch screen. Excellent selection. I did not use the WiFi however it was available on this aircraft and prices are reasonable I think. The seat is generally very comfortable and the storage compartments are convenient and spacious enough. The crew on my aisle side of the plane forgot to unlock all the doors so people had to work out how to do it themselves or periodically request the crew to do it for them. Whilst you can never complain about a fully flat bed, the reverse herringbone layout does make the footwell a bit cramped and also means it’s a lot more comfortable to lie on one side rather than the other (facing away from the door). I did manage a few hours of sleep though so not too bad. Overall a really lovely flight and absolutely holding its own as a decent business class product/service."
"Not Verified |  We have flown this route with EasyJet regularly for more than twenty years but at the age of 80, boarding at Nice has become so chaotic and wearing l decided to pay the significant extra amount to see if BA was better. The outward flight from Heathrow was not great but acceptable but when l attempted to checkin for the return l discovered that we did not have a booking. At the time l booked l was recovering from a serious illness and assumed that l must have made a mistake. After considerable panic, l booked last minute flights at considerable cost with EasyJet, boarding being the usual shambles. Flying into Gatwick rather than Heathrow the only way to get home was a £120 taxi rather than a £2 bus fare from Heathrow. On arrival home l discovered that I did have an email confirmation of the return flight from BA, so immediately contacted them to complain and ask for financial compensation. In the two weeks since they have sent two apologies for their slow response but nothing else so far. We have elderly friends who say that they now find travelling with British Airways so stressful that they will not travel outside the UK again. This will help the environment but it seems remarkable that the airline industry in the UK has deteriorated to this extent. Unfortunately JAL or Singapore, both of which l have used happily over many years, do not fly within Europe."
"✅ Trip Verified | A last minute business trip to HND, a route I regularly fly. Overall a good experience. In the new club world offering which personally I like and find to have plenty of room although some say it is a little tight. I arrived LHR in plenty of time and used the first class wing as I am eligible due to exec club status. Great to see the security lane reopen and efficient due to the new ""no need to empty your bag"" scanners. Additionally the first class lounge was not as busy as usual so a nice experience. Boarding was from gate A10 by bus, probably the least enjoyable part of the journey. It's not uncommon for this flight to use A10 which baffles me as such a large number of passengers need to take the not so scenic journey past all the A gates, B gates and finally C gates before arriving at the aircraft. Even passing a few empty airbridge gates on route. Boarding was not well organised with no real announcements. They started checking in peoples bags and pre-boarding with no announcement which then confused people who thought it was general boarding and started moving forward. Group 1 was then opened before I got to the front on the queue Group 2 & 3 began boarding from a separate line and there were too many people waiting to board the buss so not enough room. Once onboard the aircraft was clean and I like the IFE offering in the new club world. Unfortunately I didn't find the crew particularly welcoming or engaging. I know its a lot of passengers and a long flight but there was not much smiling or customer service. At one point I had to walk through the galley to the toilet, on return 3 crew members were talking, one in particular was blocking my way and after looking at me proceeded to continue and didn't offer to et me past, eventually the inflight manager moved him to one side so I can pass. On another occasion I went to request a drink and was effectively scowled at in a look that felt like ""what do you want and why are you disturbing me"". Other than those points a generally good flight and on time arrival to HND."
"✅ Trip Verified |   Overall I would say disappointing. Due to BA status I had lounge access, on the small side and very busy. The aircraft used a remote gate, boarding was not well organised by group status as it should be but I did manage to make my way onto the first bus of 3. On arrival at the aircraft the plane was still being prepared so we had to wait on the bus. After 10 minutes or so everyone was becoming a little irritable. As it turns out the inbound flight had a number of complex wheelchair passengers that needed assistance which was delayed and took a long amount of time when it did arrive. After 35 minutes waiting on the bus we finally boarded the aircraft. The Captain apologised for the delay, no mention from the crew. Seat was standard Euro Traveller, the service was okay but the crew were not particularly engaging. When I tried to order a coffee due to the seatbelt sign being on as a result of some minor turbulence I was told it wouldn't be possible. As the crew member reached two rows behind be the seatbelt sign was turned off but they didn't come back to ask if I would still like a coffee. Overall we arrived into LHR 1 hour late. No tug to move the aircraft in Lisbon and had to wait for the gate in LHR. Disappointing but not the worst flight I have had."
"Not Verified |  LHR to Delhi in Business. Exceptional flight. Stylish and quirky B Gates lounge with interesting, modern and eclectic food plus Whispering Angel bar. Food on board was delicious and well presented. Friendly, fun, relaxed crew with a blend of deference, self-deprecation and over familiarity. Been flying BA for 35 years in various classes, and this was probably the best. Great job BA!"
"Not Verified |  Efficient and Smooth flight from start to finish. Cabin crew attentive and bubbly. Very clean aircraft. Mcvities snacks a nice touch, and even the coffee in a bag was unexpectedly nice. Everything to praise, and nothing to complain about!"
✅ Trip Verified | Was told we can not take hand luggage onto the plane as all overhead cabins were already full. So had to put them in the hold when we at the aircraft door. Frustrating as we had just hand luggage to avoid delays at Heathrow. Then the bags did not arrive at the baggage belt and after 45 mins waiting had to spend another 30 mins filling in forms etc. Was told the bags are still in Madrid so they know that all the time and did not have the decency to inform us before we waited for them to arrive. 12 hours later no communication from BA. Such a terrible and unnecessary experience and so badly handled by BA. There were many people who had bags that were too big for hand luggage hence the cabins were full before everyone had boarded which is unfair and then not helping by informing us of the fact they did not leave Madrid is a double level of incompetence.
"Not Verified |  The flight was comfortable enough but with an hour delay on the return leg. However, on both leg I was told I had to put my very small and expensive cabin case into the hold as the flight was full. Having done so I was not amused to see other passengers bringing much larger cases into the cabin. BA should stick to their cabin bag size limit and not inconvenience those who comply."
"✅ Trip Verified |  We had a really good flying experience with BA, travelling as a young family of 4. The flights left on time and we even arrived early for nearly each one of our flights. Food was generous and quite tasty for Economy class with the crew coming around with water/drinks throughout the flights. Our checked luggage also arrived safely and undamaged both at VCE and our return flight to YUL. On all of our flights the crew were attentive, friendly, and helpful with us and our children, especially the gentlemen who served us on the return flights from VCE to YUL on March 5th. The B787-8 interior is really dated and really needs to be updated to compete with their European counterparts. There were panels squeaking loudly when we hit turbulence, seat covers coming off the seats, and tray tables which were not level and loose for eating. The IFE on the B787-8 worked fine, but it definitely wasn't as responsive and did not have a newer, larger screen like the ones on the B777-200. Thankfully, the B777-200 have had their interior updated but the one we flew on had a clogged sink in one of the lavatories, which created problems for passengers. Unfortunately, on nearly all of our flights, there was garbage left in the seat pockets and the floors weren't quite as clean. On the incoming flight to LHR, the B787-8 was not assigned a gate because we arrived early into the airport, which resulted in significant delays for the airport buses to get to the plane and also slowed down the deplaning process. We would definitely consider flying trans-Atlantic with BA again, as we received value and service for the fare we paid."
"✅ Trip Verified |  Waited an hour to check-in at the Paphos business check-in. Staff utterly incompetent. Flight crew in business class removed my ruck sack from the flight bins without my consent to make way for another customer luggage. I was then coerced to have my luggage at my feet throughout my flight. Utterly outrageous, last thing you would expect in BA business class."
"Not Verified |   Not a great experience at all, from the outset it was poorly managed as they bused us out to a parking slot only to have us wait for 15 minutes in the bus as the plane was ready. BA business class is not Business class. Tired, small and generally not worth the ticket price. Tables that don’t sit straight, arm rests that aren’t secure and terrible screens. It’s not a patch on first class airlines which is apparently where BA think they should be. They have a long way to go."
"✅ Trip Verified |  Boarding was difficult caused by vast majority of the passengers carrying too much hand luggage. FA's were friendly. The seats on BA for European flights are extremely narrow. There was a choice of breakfast and very surprising the Champagne Castelau on European flights is of a better quality as the brand used in club on intercontinental flight. Nothing wrong with this flight, however not pleasant due to the unpleasant seats. Waiting time at Brussels for luggage some 20 minutes what is very acceptable."
"✅ Trip Verified |  Boarding started with a delay of some 20 minutes , everybody could see members of the team only did arrive 5 en 3 minutes before the announced boarding time. We had to wait outside for nearly 15 minutes . It was hot ! Unfortunately flying from Barbados to London in Club Class was an underwhelming experience. BA is not performing a great performance on international flights anymore. Lucky the 777 had the new configuration. As welcome aboard Champagne or fruit juice, the glasses were filled at the level of one inch. A far cheaper brand of Champagne Heidsieck Monopole and no more rosé Champagne available. Wines also poor, there was no French wine. Cognac is also not available anymore. My meal was sub par : the steak was replaced by beef stew. and the FA made it very clear : dessert or cheese. not both. After some 4 hours flight there was no more ice available. Minimal information from the flight deck. breakfast not suitable at all for a business class. Some of the FA were friendly, others not at all. Far from pleasant experience despite the high fares !"
"✅ Trip Verified |  Absolutely horrible customer service - will never fly again. We left Toronto for London, and then missed our connecting flight from London to Mumbai,  so we had to book with a different airline and pay the costs. They then cancelled our return flight (3 weeks later) from Mumbai to Toronto without notifying us. We just happened to find out when we tried to check in on the day of. We are now stuck in Mumbai with 3 small kids, no return flights.  First and last time flying with them."
"Not Verified |  BA is not what it used to be! As much as I like their onboard crew their check in staff lacked interest in their job and safety. At no point did he make eye contact or ask Security questions and counters opened 7 minutes late. Crew from CPH was wonderful but announcements were too loud and too many,  maybe I was just grumpy! Took less than 15 to get out of LHR through self service and transfer to LGW was a breeze. Crew on the POS sector was OK, had an aisle Seat and was bumped into by a cabin crew booty continuously for 9 hours. Not her fault but could never relax fully. One Caribbean Crew excelled and joined the Carnival spirit most passengers were feeling onboard. I wonder if BA management ever tasted the food onboard? Absolutely tasteless and some of the worst. I saved €550 choosing BA over KLM which was the only reason I chose Them. KLM is definitely a league over BA in many aspects and no need to change airports."
"✅ Trip Verified |  BA First, it's not even the best business class in the sky. Cabin very long in the tooth. Service extremely inattentive and lackadaisical. Been waiting over an hour to be offered after dinner drinks or dessert. Nothing. Just awful value for money."
"✅ Trip Verified |  The worst business class experience. Ground crew in Singapore were friendly I ended up switching lounges from BA to QF. The aircraft was late 1 hour. The cabin crew in business class were some of the most unfriendliest crew I have experienced. No one smiled not welcomed on board. No body was checking though out the flight if i wanted anything. I found my seat sat down and waited for someone to offer me a refreshment. Nobody came. A stewardess approached a passenger sitting infront of me if he'd been offer a refreshment he said no, i looked at her and made eye contact. she looked at me and walked straight past. Observing some of the other passenger the crew did not assist any of the ladies struggling to put their carry on luggage in the overhead. During the entire flight all the staff felt like they hated being on the flight and did not want to work. When disembarking walked past 4 crew not one was saying goodbye and thank you to any passengers. The food I had was average, I had a cocktail it was OK. The wine selection was below average."
"Not Verified |  Quite possibly the worst business class I have ever flown in.  It barely rates as premium economy, and BA shouldn't be suggesting that they are offering premium seating on regional routes in Europe. On these routes, BA has crammed their seats so close together that the experience is like flying on a discount airline. Buyer beware, there is no point in upgrading to business class, other than ensuring the middle seat is empty and you and your bag can board first. The seats are extremely uncomfortable, and they can't really be reclined. There is no in flight entertainment; not even an app (which many discount airlines do use for regional flights). Once upon a time BA used to be a good airline, and maybe it still is for long-haul, but it's truly awful for short-haul (and is a five-hour flight actually short haul?). Might as well save some money and just book a cheaper airline. Staff are courteous and professional; the issue is the quality of the product for the price."
"Not Verified |  I will never be flying with BA again. This is my first and last. I was flying from Singapore, transit at Sydney and then to Auckland, my destination. Firstly, there was an hour delay for the flight from Singapore. That was fine, I received an email in advance and could just head over slightly later. I confirmed with the staff at Singapore that I'll make it just fine for my connecting flight since it was just an hour delay vs a few hours in transit. I arrived in Sydney, the flight was fine and the BA staff were decent. I knew that it was close to my boarding time and so I rushed through the checks to get to my international transit flight.  We were ushered downstairs to catch the shuttle bus. After queuing for such a long time, they scanned my boarding pass and said that I was taken off this flight (I was not notified prior) and had to find the transfer desk and request for a re-book of my connecting flight. I rushed over as quickly as I could to waste no time. The lady who was a Qantas rep told me that I needed to speak to a Menzies rep about this matter. She gave me instructions to find a Menzies rep. I rushed to the boarding gate of an Asiana flight to speak to a Menzies rep but they were busy boarding the passengers. So, I waited by the side for all the passengers to board, only to be told to head to another transfer desk to re-book my connecting flight. There were other disgruntled passengers when I arrived. The next available flight was at night. This meant that I arrived at 8+am at Sydney and had to wait for close to 12 hours to get on the next flight. As I did not have an Aussie visa (did not need one as per my booked flights), I was not granted a day stay and was given a meal voucher and was sent off to hunt for a good place to rest/sleep/nap. Many cafes and restaurants rejected my meal voucher by the way but I finally got food. Ultimately, my re-booked flight was delayed again by another 30mins. The stress, anxiety, fatigue and hassle caused by BA's poor re-booking system. I've filed a formal complaint and request for compensation and we're waiting to hear back. "
